Test,Part,NoiDungTuVung,DichNghia,AmThanh,CauViDu
5,4,Landscape,phong cảnh; làm cảnh quan,,The garden was landscaped with flowers and small trees.
5,4,Debris,mảnh vụn,,The debris from the old building was cleared after the demolition.
5,4,Walkway,lối đi,,The walkway was lined with flowers on both sides.
5,4,Patio,sân hiên,,"We had dinner on the patio, enjoying the cool breeze."
5,4,Be eligible for,đủ điều kiện,,Employees working for over a year are eligible for the bonus.
5,4,Botanical garden,vườn thực vật,,The botanical garden has a wide variety of exotic plants.
5,4,Ordinary,bình thường,,She prefers ordinary coffee over expensive specialty drinks.
5,4,Inconvenient,bất tiện,,The hotel’s location was inconvenient for attending the conference.
5,4,Land (v),"hạ cánh, đặt chân lên",,The plane landed safely despite the bad weather.
5,4,Alternative,sự thay thế; thay thế,,They are looking for an alternative route to avoid the traffic jam.
5,4,Retrieve,lấy lại,,The dog retrieved the ball thrown by its owner.
5,4,Repurpose,tái sử dụng,,The old warehouse was repurposed as a community center.
5,4,Landfill,bãi rác,,The city is finding ways to reduce the amount of waste sent to landfills.
5,4,Leftover,đồ ăn thừa; còn sót lại,,She packed the leftovers from dinner to have for lunch the next day.
5,4,Crayon,bút màu,,The child used a red crayon to draw a heart.
5,4,Gather,"thu thập, tụ họp",,The committee gathered to discuss the upcoming event.
5,4,Portion,"phần, đoạn",,He ate a large portion of the cake before anyone else could try it.
5,4,Impact,"tác động, ảnh hưởng",,The speech had a significant impact on the audience.
5,4,Coordinator,điều phối viên,,The event coordinator ensured everything ran smoothly.
5,4,Reassurance,sự cam đoan,,She offered words of reassurance to calm the nervous students.
5,4,Argue,tranh luận,,The lawyers argued over the evidence presented in court.
5,4,Settle,"giải quyết, dàn xếp",,They finally settled the dispute after hours of negotiation.
5,4,Package,gói hàng; đóng gói,,The package arrived two days earlier than expected.
5,4,Interior,nội thất; bên trong,,The car’s interior design was modern and comfortable.
5,4,Point out a problem,chỉ ra vấn đề,,The engineer pointed out a problem with the machine during the inspection.
5,4,Expense,chi phí,,The company covered all travel expenses for the conference.
5,4,Take advantage of,"tận dụng, lợi dụng",,She took advantage of the sale to buy a new laptop at a discounted price.
5,4,Compensate,bồi thường,,The company compensated the employee for the overtime hours worked.
5,4,Belongings,đồ đạc cá nhân,,She packed her belongings and left the apartment.
5,4,Driveway,đường lái xe vào nhà,,The driveway was blocked by a delivery truck.
5,4,Spray,bình xịt; phun,,He sprayed water on the plants early in the morning.
5,4,Polish,đánh bóng; sự sáng bóng,,She polished the silverware before setting the table.
5,4,Due,đến hạn,,The payment is due by the end of the month.
